target,channel,price_bin,weekday,hour_bucket,item,segment_checks,item_checks,segment_rate,baseline_rate,lift,lift_clipped,uplift_pp,avg_attach_sum,opportunity_score,expected_value,segment_reliable,segment_rate_ci_low,segment_rate_ci_high
pillow,non_marketplace,5-10k,Вторник,Утро (06-11),Матрас,736,130,0.1766,0.0156,11.331,10.0,16.1,37949.12,4498011.96,6702.97,1,0.1508,0.2058
pillow,non_marketplace,10-20k,Суббота,Вечер (18-23),Матрас,625,87,0.1392,0.0156,8.93,8.93,12.36,57819.17,4466974.25,8048.43,1,0.1143,0.1685
pillow,all,0-1k,Суббота,Ночь (00-05),Матрас,58823,1868,0.0318,0.0156,2.037,2.037,1.62,4666.77,4438483.35,148.2,1,0.0304,0.0332
pillow,marketplace,0-1k,Суббота,Ночь (00-05),Матрас,58330,1859,0.0319,0.0156,2.045,2.045,1.63,4599.65,4368598.6,146.59,1,0.0305,0.0333
pillow,all,5-10k,Среда,День (12-17),Другая мебель,10270,367,0.0357,0.0223,1.6,1.6,1.34,31688.79,4361149.34,1132.4,1,0.0323,0.0395
pillow,non_marketplace,3-5k,Вторник,День (12-17),Матрас,1253,173,0.1381,0.0156,8.858,8.858,12.25,28189.64,4326224.04,3892.11,1,0.1201,0.1583
pillow,non_marketplace,3-5k,Воскресенье,День (12-17),Матрас,1650,180,0.1091,0.0156,6.999,6.999,9.35,27914.34,4306631.37,3045.2,1,0.0949,0.1251
pillow,non_marketplace,3-5k,Пятница,День (12-17),Матрас,1303,171,0.1312,0.0156,8.419,8.419,11.56,28446.49,4286579.33,3733.19,1,0.114,0.1507
pillow,non_marketplace,3-5k,Четверг,День (12-17),Матрас,1327,162,0.1221,0.0156,7.832,7.832,10.65,29953.86,4232932.14,3656.76,1,0.1055,0.1408
pillow,all,0-1k,Четверг,Ночь (00-05),Матрас,58229,1771,0.0304,0.0156,1.951,1.951,1.48,4797.32,4141728.1,145.91,1,0.0291,0.0318
pillow,non_marketplace,1-2k,Воскресенье,День (12-17),Матрас,2792,215,0.077,0.0156,4.94,4.94,6.14,23992.76,4114256.42,1847.58,1,0.0677,0.0875
pillow,marketplace,0-1k,Четверг,Ночь (00-05),Матрас,57733,1758,0.0305,0.0156,1.953,1.953,1.49,4786.77,4107403.32,145.76,1,0.0291,0.0319
pillow,all,0-1k,Пятница,Ночь (00-05),Матрас,59509,1816,0.0305,0.0156,1.958,1.958,1.49,4577.36,4066482.5,139.68,1,0.0292,0.0319
pillow,marketplace,0-1k,Пятница,Ночь (00-05),Матрас,59012,1807,0.0306,0.0156,1.964,1.964,1.5,4573.51,4057332.74,140.05,1,0.0293,0.032
pillow,all,5-10k,Понедельник,День (12-17),Матрас,11010,299,0.0272,0.0156,1.742,1.742,1.16,31655.49,4032248.57,859.67,1,0.0243,0.0304
pillow,all,0-1k,Четверг,Ночь (00-05),Постельное белье,58229,4074,0.07,0.0278,2.516,2.516,4.22,1641.36,4029341.12,114.84,1,0.0679,0.0721
pillow,marketplace,0-1k,Четверг,Ночь (00-05),Постельное белье,57733,4054,0.0702,0.0278,2.525,2.525,4.24,1639.22,4013926.8,115.11,1,0.0682,0.0723
pillow,all,0-1k,Пятница,Ночь (00-05),Постельное белье,59509,4048,0.068,0.0278,2.446,2.446,4.02,1667.44,3990663.01,113.42,1,0.066,0.0701
pillow,marketplace,0-1k,Пятница,Ночь (00-05),Постельное белье,59012,4030,0.0683,0.0278,2.456,2.456,4.05,1664.77,3977331.41,113.69,1,0.0663,0.0704
pillow,all,0-1k,Воскресенье,Ночь (00-05),Постельное белье,52635,3791,0.072,0.0278,2.59,2.59,4.42,1705.41,3969236.13,122.83,1,0.0698,0.0743
pillow,all,0-1k,Суббота,Ночь (00-05),Постельное белье,58823,4056,0.069,0.0278,2.48,2.48,4.11,1636.49,3960898.79,112.84,1,0.0669,0.071
pillow,marketplace,0-1k,Суббота,Ночь (00-05),Постельное белье,58330,4040,0.0693,0.0278,2.491,2.491,4.15,1635.25,3954166.2,113.26,1,0.0672,0.0714
pillow,marketplace,0-1k,Воскресенье,Ночь (00-05),Постельное белье,52194,3769,0.0722,0.0278,2.597,2.597,4.44,1700.62,3941518.63,122.8,1,0.07,0.0745
pillow,non_marketplace,5-10k,Пятница,Вечер (18-23),Матрас,996,135,0.1355,0.0156,8.695,8.695,12.0,32983.52,3940693.74,4470.66,1,0.1157,0.1582
pillow,non_marketplace,5-10k,Вторник,Вечер (18-23),Матрас,937,124,0.1323,0.0156,8.49,8.49,11.67,35846.94,3921451.11,4743.89,1,0.1121,0.1555
pillow,non_marketplace,10-20k,Четверг,Утро (06-11),Матрас,628,75,0.1194,0.0156,7.662,7.662,10.38,60008.44,3913205.11,7166.61,1,0.0963,0.1471
pillow,non_marketplace,5-10k,Суббота,День (12-17),Кровать/каркас,2735,116,0.0424,0.0041,10.393,10.0,3.83,37319.32,3912501.17,1582.83,1,0.0355,0.0506
pillow,all,0-1k,Вторник,Ночь (00-05),Матрас,53590,1656,0.0309,0.0156,1.982,1.982,1.53,4747.93,3896404.0,146.72,1,0.0295,0.0324
pillow,non_marketplace,5-10k,Среда,Утро (06-11),Матрас,728,106,0.1456,0.0156,9.341,9.341,13.0,40967.45,3877656.27,5965.04,1,0.1218,0.1731
pillow,non_marketplace,2-3k,Воскресенье,День (12-17),Матрас,1710,180,0.1053,0.0156,6.753,6.753,8.97,25150.99,3856777.85,2647.47,1,0.0916,0.1207
pillow,marketplace,0-1k,Вторник,Ночь (00-05),Матрас,53140,1648,0.031,0.0156,1.99,1.99,1.54,4688.74,3843209.71,145.41,1,0.0296,0.0325
pillow,non_marketplace,5-10k,Среда,Вечер (18-23),Матрас,968,116,0.1198,0.0156,7.688,7.688,10.42,37971.38,3831733.26,4550.29,1,0.1009,0.1418
pillow,all,5-10k,Воскресенье,Вечер (18-23),Другая мебель,8972,338,0.0377,0.0223,1.687,1.687,1.53,27640.3,3803708.01,1041.29,1,0.0339,0.0418
pillow,all,10-20k,Вторник,Утро (06-11),Матрас,1658,90,0.0543,0.0156,3.482,3.482,3.87,59112.81,3792414.71,3208.78,1,0.0444,0.0663
pillow,all,5-10k,Суббота,Утро (06-11),Матрас,6375,199,0.0312,0.0156,2.003,2.003,1.56,37053.87,3691612.06,1156.66,1,0.0272,0.0358
pillow,non_marketplace,1-2k,Четверг,День (12-17),Матрас,2762,222,0.0804,0.0156,5.156,5.156,6.48,20594.54,3685324.05,1655.32,1,0.0708,0.0911
pillow,non_marketplace,2-3k,Пятница,День (12-17),Матрас,1428,173,0.1211,0.0156,7.772,7.772,10.56,24397.69,3677725.5,2955.74,1,0.1052,0.1391
pillow,non_marketplace,10-20k,Воскресенье,Вечер (18-23),Матрас,584,84,0.1438,0.0156,9.227,9.227,12.82,48160.22,3607044.83,6927.15,1,0.1177,0.1746
pillow,all,0-1k,Вторник,Ночь (00-05),Постельное белье,53590,3605,0.0673,0.0278,2.419,2.419,3.95,1700.74,3596855.31,114.41,1,0.0652,0.0694
pillow,all,5-10k,Понедельник,Вечер (18-23),Другая мебель,9400,334,0.0355,0.0223,1.591,1.591,1.32,28991.26,3596522.6,1030.11,1,0.032,0.0395
pillow,non_marketplace,5-10k,Понедельник,Вечер (18-23),Матрас,1056,121,0.1146,0.0156,7.351,7.351,9.9,34360.65,3592040.29,3937.16,1,0.0968,0.1352
pillow,marketplace,0-1k,Вторник,Ночь (00-05),Постельное белье,53140,3588,0.0675,0.0278,2.428,2.428,3.97,1699.48,3586572.48,114.75,1,0.0654,0.0697
pillow,all,0-1k,Среда,Ночь (00-05),Постельное белье,57480,3753,0.0653,0.0278,2.348,2.348,3.75,1649.93,3555132.36,107.73,1,0.0633,0.0673
pillow,non_marketplace,5-10k,Вторник,День (12-17),Кровать/каркас,1685,102,0.0605,0.0041,14.833,10.0,5.65,37340.77,3551985.55,2260.39,1,0.0501,0.073
pillow,all,0-1k,Среда,Ночь (00-05),Матрас,57480,1635,0.0284,0.0156,1.825,1.825,1.29,4791.25,3540813.93,136.29,1,0.0271,0.0298
pillow,marketplace,0-1k,Среда,Ночь (00-05),Постельное белье,57000,3736,0.0655,0.0278,2.357,2.357,3.77,1644.64,3537722.81,107.8,1,0.0635,0.0676
pillow,all,10-20k,Суббота,Вечер (18-23),Матрас,1877,95,0.0506,0.0156,3.247,3.247,3.5,53734.93,3532632.79,2719.67,1,0.0416,0.0615
pillow,marketplace,0-1k,Среда,Ночь (00-05),Матрас,57000,1627,0.0285,0.0156,1.831,1.831,1.3,4770.61,3523092.27,136.17,1,0.0272,0.0299
pillow,all,5-10k,Понедельник,День (12-17),Другая мебель,11010,362,0.0329,0.0223,1.472,1.472,1.05,30264.9,3513658.66,995.09,1,0.0297,0.0364
pillow,all,5-10k,Вторник,День (12-17),Другая мебель,10381,353,0.034,0.0223,1.523,1.523,1.17,28949.8,3507130.83,984.42,1,0.0307,0.0377
pillow,non_marketplace,5-10k,Воскресенье,Вечер (18-23),Матрас,1109,118,0.1064,0.0156,6.826,6.826,9.08,34700.87,3494836.42,3692.25,1,0.0896,0.1259
pillow,marketplace,0-1k,Воскресенье,Ночь (00-05),Матрас,52194,1519,0.0291,0.0156,1.867,1.867,1.35,4917.57,3468924.39,143.12,1,0.0277,0.0306
pillow,all,0-1k,Воскресенье,Ночь (00-05),Матрас,52635,1524,0.029,0.0156,1.857,1.857,1.34,4923.95,3464196.72,142.57,1,0.0276,0.0304
pillow,all,5-10k,Пятница,День (12-17),Другая мебель,10691,345,0.0323,0.0223,1.445,1.445,0.99,32519.28,3454248.24,1049.4,1,0.0291,0.0358
pillow,all,5-10k,Вторник,Вечер (18-23),Другая мебель,8443,297,0.0352,0.0223,1.575,1.575,1.28,31514.34,3417086.07,1108.58,1,0.0315,0.0393
pillow,non_marketplace,5-10k,Среда,Ночь (00-05),Другая мебель,176,72,0.4091,0.0223,18.317,10.0,38.68,50096.53,3410026.84,20494.03,1,0.3391,0.4829
pillow,non_marketplace,2-3k,Вторник,День (12-17),Матрас,1372,160,0.1166,0.0156,7.481,7.481,10.1,24498.19,3395783.47,2856.93,1,0.1007,0.1347
pillow,all,10-20k,Четверг,Утро (06-11),Матрас,1516,87,0.0574,0.0156,3.682,3.682,4.18,53302.99,3377757.45,3058.94,1,0.0468,0.0703
pillow,non_marketplace,5-10k,Четверг,Вечер (18-23),Матрас,964,102,0.1058,0.0156,6.788,6.788,9.02,38648.86,3361424.29,4089.4,1,0.0879,0.1268
pillow,non_marketplace,10-20k,Пятница,День (12-17),Кровать/каркас,1346,67,0.0498,0.0041,12.197,10.0,4.57,54581.83,3357164.18,2716.93,1,0.0394,0.0627
pillow,all,5-10k,Суббота,Вечер (18-23),Матрас,8283,242,0.0292,0.0156,1.874,1.874,1.36,29705.65,3353377.52,867.89,1,0.0258,0.0331
pillow,all,0-1k,Понедельник,Ночь (00-05),Постельное белье,56390,3531,0.0626,0.0278,2.252,2.252,3.48,1708.06,3352952.85,106.95,1,0.0606,0.0646
pillow,marketplace,0-1k,Понедельник,Ночь (00-05),Постельное белье,55939,3520,0.0629,0.0278,2.263,2.263,3.51,1705.45,3350465.78,107.32,1,0.0609,0.065
pillow,non_marketplace,1-2k,Пятница,День (12-17),Матрас,2712,206,0.076,0.0156,4.873,4.873,6.04,20356.92,3332958.98,1546.29,1,0.0666,0.0865
pillow,non_marketplace,10-20k,Пятница,Утро (06-11),Матрас,638,66,0.1034,0.0156,6.637,6.637,8.79,59295.34,3323802.23,6134.0,1,0.0821,0.1295
pillow,all,0-1k,Понедельник,Ночь (00-05),Матрас,56390,1561,0.0277,0.0156,1.776,1.776,1.21,4815.8,3284416.16,133.31,1,0.0264,0.0291
pillow,marketplace,0-1k,Понедельник,Ночь (00-05),Матрас,55939,1556,0.0278,0.0156,1.784,1.784,1.22,4796.25,3280818.17,133.41,1,0.0265,0.0292
pillow,non_marketplace,5-10k,Вторник,Ночь (00-05),Другая мебель,192,86,0.4479,0.0223,20.055,10.0,42.56,40138.86,3279817.43,17978.87,1,0.3793,0.5186
pillow,non_marketplace,5-10k,Среда,Утро (06-11),Другая мебель,728,84,0.1154,0.0223,5.166,5.166,9.31,48367.58,3276442.48,5580.88,1,0.0942,0.1406
pillow,all,1-2k,Суббота,Ночь (00-05),Матрас,56170,1452,0.0259,0.0156,1.658,1.658,1.03,5650.5,3257156.79,146.07,1,0.0246,0.0272
pillow,non_marketplace,5-10k,Четверг,День (12-17),Кровать/каркас,1768,87,0.0492,0.0041,12.058,10.0,4.51,40651.4,3243364.16,2000.38,1,0.0401,0.0603
pillow,non_marketplace,10-20k,Четверг,День (12-17),Кровать/каркас,1314,61,0.0464,0.0041,11.375,10.0,4.23,58209.4,3238630.3,2702.26,1,0.0363,0.0592
pillow,non_marketplace,5-10k,Воскресенье,Утро (06-11),Матрас,792,96,0.1212,0.0156,7.776,7.776,10.56,38556.06,3225388.41,4673.46,1,0.1003,0.1458
pillow,non_marketplace,1-2k,Понедельник,День (12-17),Матрас,2484,210,0.0845,0.0156,5.424,5.424,6.9,18658.72,3195867.6,1577.43,1,0.0742,0.0961
pillow,non_marketplace,10-20k,Вторник,День (12-17),Кровать/каркас,1363,67,0.0492,0.0041,12.045,10.0,4.51,51939.88,3191062.13,2553.17,1,0.0389,0.062
pillow,all,0-1k,Суббота,Ночь (00-05),Другая мебель,58823,2797,0.0475,0.0223,2.129,2.129,2.52,2146.17,3183229.66,102.05,1,0.0459,0.0493
pillow,all,1-2k,Пятница,Ночь (00-05),Матрас,55439,1427,0.0257,0.0156,1.651,1.651,1.02,5643.23,3176188.78,145.26,1,0.0245,0.0271
pillow,all,1-2k,Четверг,Ночь (00-05),Матрас,54584,1417,0.026,0.0156,1.665,1.665,1.04,5576.85,3157384.81,144.77,1,0.0247,0.0273
pillow,non_marketplace,1-2k,Среда,День (12-17),Матрас,2416,199,0.0824,0.0156,5.284,5.284,6.68,19391.35,3128600.61,1597.22,1,0.0721,0.094
pillow,non_marketplace,10-20k,Среда,Утро (06-11),Матрас,700,69,0.0986,0.0156,6.324,6.324,8.3,53699.17,3119308.86,5293.2,1,0.0786,0.1229
pillow,non_marketplace,5-10k,Воскресенье,День (12-17),Кровать/каркас,2542,103,0.0405,0.0041,9.929,9.929,3.64,33578.7,3110264.42,1360.58,1,0.0335,0.0489
pillow,all,5-10k,Четверг,Утро (06-11),Матрас,5862,194,0.0331,0.0156,2.123,2.123,1.75,30209.03,3100194.42,999.75,1,0.0288,0.038
pillow,marketplace,1-2k,Суббота,Ночь (00-05),Матрас,55710,1436,0.0258,0.0156,1.654,1.654,1.02,5444.18,3090155.89,140.33,1,0.0245,0.0271
pillow,marketplace,0-1k,Суббота,Ночь (00-05),Другая мебель,58330,2772,0.0475,0.0223,2.128,2.128,2.52,2100.95,3086768.04,99.84,1,0.0458,0.0493
pillow,marketplace,1-2k,Пятница,Ночь (00-05),Матрас,55022,1412,0.0257,0.0156,1.646,1.646,1.01,5561.3,3082804.44,142.72,1,0.0244,0.027
pillow,marketplace,1-2k,Четверг,Ночь (00-05),Матрас,54145,1402,0.0259,0.0156,1.661,1.661,1.03,5442.42,3036881.64,140.92,1,0.0246,0.0273
pillow,non_marketplace,5-10k,Воскресенье,Ночь (00-05),Другая мебель,173,67,0.3873,0.0223,17.34,10.0,36.49,47909.51,3024821.02,18554.55,1,0.3179,0.4616
pillow,non_marketplace,1-2k,Суббота,День (12-17),Кровать/каркас,2904,134,0.0461,0.0041,11.307,10.0,4.21,24599.1,3004751.0,1135.08,1,0.0391,0.0544
pillow,non_marketplace,10-20k,Среда,Вечер (18-23),Матрас,450,59,0.1311,0.0156,8.411,8.411,11.55,57740.44,3001667.17,7570.41,1,0.103,0.1654
pillow,all,10-20k,Пятница,День (12-17),Кровать/каркас,2956,67,0.0227,0.0041,5.554,5.554,1.86,54581.83,2998539.99,1237.14,1,0.0179,0.0287
pillow,non_marketplace,2-3k,Среда,День (12-17),Матрас,1245,144,0.1157,0.0156,7.42,7.42,10.01,23865.74,2973510.94,2760.37,1,0.0991,0.1346
pillow,non_marketplace,10-20k,Воскресенье,День (12-17),Кровать/каркас,1387,61,0.044,0.0041,10.777,10.0,3.99,53393.98,2954804.78,2348.26,1,0.0344,0.0561
pillow,non_marketplace,3-5k,Вторник,Утро (06-11),Матрас,677,92,0.1359,0.0156,8.718,8.718,12.03,36257.01,2953028.77,4927.1,1,0.1121,0.1638
pillow,all,10-20k,Вторник,День (12-17),Кровать/каркас,2864,69,0.0241,0.0041,5.904,5.904,2.0,51283.05,2939136.3,1235.52,1,0.0191,0.0304
pillow,all,0-1k,Понедельник,Ночь (00-05),Другая мебель,56390,2626,0.0466,0.0223,2.085,2.085,2.42,2147.49,2934670.29,100.01,1,0.0449,0.0483
pillow,non_marketplace,3-5k,Среда,День (12-17),Кровать/каркас,1288,84,0.0652,0.0041,15.981,10.0,6.11,37109.68,2922152.55,2420.2,1,0.053,0.08
pillow,all,10-20k,Четверг,День (12-17),Кровать/каркас,2935,63,0.0215,0.0041,5.26,5.26,1.74,57159.26,2916396.75,1226.93,1,0.0168,0.0274
pillow,all,1-2k,Вторник,Ночь (00-05),Матрас,52499,1336,0.0254,0.0156,1.633,1.633,0.99,5575.21,2886060.64,141.88,1,0.0241,0.0268
pillow,all,1-2k,Суббота,Ночь (00-05),Постельное белье,56170,2858,0.0509,0.0278,1.83,1.83,2.31,2206.02,2859300.52,112.24,1,0.0491,0.0527
pillow,non_marketplace,5-10k,Суббота,Утро (06-11),Другая мебель,893,89,0.0997,0.0223,4.462,4.462,7.73,41401.95,2859022.75,4126.29,1,0.0817,0.1211
pillow,non_marketplace,10-20k,Четверг,Вечер (18-23),Матрас,474,67,0.1414,0.0156,9.068,9.068,12.58,47835.41,2851536.44,6761.54,1,0.1129,0.1756
pillow,all,1-2k,Воскресенье,Ночь (00-05),Постельное белье,52082,2724,0.0523,0.0278,1.881,1.881,2.45,2234.11,2850292.23,116.85,1,0.0504,0.0542
pillow,non_marketplace,1-2k,Четверг,День (12-17),Кровать/каркас,2762,130,0.0471,0.0041,11.533,10.0,4.3,23987.77,2848027.54,1129.04,1,0.0398,0.0556
