target,channel,price_bin,weekday,hour_bucket,item,segment_checks,item_checks,segment_rate,baseline_rate,lift,lift_clipped,uplift_pp,avg_attach_sum,opportunity_score,expected_value,segment_reliable,segment_rate_ci_low,segment_rate_ci_high
pillow,non_marketplace,1-2k,Понедельник,День (12-17),Кровать/каркас,2484,101,0.0407,0.0041,9.963,9.963,3.66,26090.77,2370680.81,1060.86,1,0.0336,0.0492
pillow,non_marketplace,5-10k,Воскресенье,День (12-17),Кровать/каркас,2542,103,0.0405,0.0041,9.929,9.929,3.64,33578.7,3110264.42,1360.58,1,0.0335,0.0489
pillow,all,5-10k,Четверг,День (12-17),Основание/ламели,10487,49,0.0047,0.0005,9.921,9.921,0.42,14504.41,639079.73,67.77,1,0.0035,0.0062
pillow,non_marketplace,1-2k,Суббота,Утро (06-11),Кровать/каркас,1633,66,0.0404,0.0041,9.904,9.904,3.63,25961.8,1540462.77,1049.28,1,0.0319,0.0511
pillow,non_marketplace,5-10k,Вторник,День (12-17),Матрас,1685,255,0.1513,0.0156,9.709,9.709,13.57,39818.5,9107870.94,6025.94,1,0.135,0.1692
mattress,all,30-50k,Вторник,День (12-17),Основание/ламели,365,59,0.1616,0.0167,9.699,9.699,14.5,19259.16,1019132.42,3113.13,1,0.1274,0.2029
mattress,all,30-50k,Суббота,День (12-17),Основание/ламели,562,90,0.1601,0.0167,9.609,9.609,14.35,9979.32,804667.31,1598.11,1,0.1321,0.1928
pillow,non_marketplace,1-2k,Воскресенье,Утро (06-11),Кровать/каркас,1447,56,0.0387,0.0041,9.483,9.483,3.46,24264.32,1215516.35,939.05,1,0.0299,0.0499
pillow,non_marketplace,10-20k,Суббота,День (12-17),Кровать/каркас,1516,58,0.0383,0.0041,9.375,9.375,3.42,47972.54,2485611.89,1835.36,1,0.0297,0.0491
pillow,non_marketplace,5-10k,Среда,Утро (06-11),Матрас,728,106,0.1456,0.0156,9.341,9.341,13.0,40967.45,3877656.27,5965.04,1,0.1218,0.1731
pillow,non_marketplace,5-10k,Воскресенье,Вечер (18-23),Кровать/каркас,1109,42,0.0379,0.0041,9.28,9.28,3.38,40052.48,1500934.08,1516.87,1,0.0281,0.0508
pillow,non_marketplace,10-20k,Воскресенье,Вечер (18-23),Матрас,584,84,0.1438,0.0156,9.227,9.227,12.82,48160.22,3607044.83,6927.15,1,0.1177,0.1746
pillow,non_marketplace,3-5k,Понедельник,День (12-17),Матрас,1357,194,0.143,0.0156,9.171,9.171,12.74,27478.18,4749532.91,3928.35,1,0.1253,0.1626
pillow,non_marketplace,10-20k,Воскресенье,День (12-17),Матрас,1387,198,0.1428,0.0156,9.158,9.158,12.72,52085.22,9186781.25,7435.38,1,0.1253,0.1622
pillow,non_marketplace,10-20k,Четверг,Вечер (18-23),Матрас,474,67,0.1414,0.0156,9.068,9.068,12.58,47835.41,2851536.44,6761.54,1,0.1129,0.1756
pillow,non_marketplace,2-3k,Четверг,День (12-17),Кровать/каркас,1299,48,0.037,0.0041,9.055,9.055,3.29,28049.62,1197684.81,1036.48,1,0.028,0.0487
pillow,non_marketplace,2-3k,Воскресенье,День (12-17),Кровать/каркас,1710,63,0.0368,0.0041,9.028,9.028,3.28,29499.41,1652601.4,1086.82,1,0.0289,0.0469
pillow,non_marketplace,1-2k,Среда,Вечер (18-23),Кровать/каркас,1823,67,0.0368,0.0041,9.006,9.006,3.27,21024.77,1252242.88,772.72,1,0.029,0.0464
pillow,non_marketplace,1-2k,Вторник,День (12-17),Кровать/каркас,2515,92,0.0366,0.0041,8.964,8.964,3.25,21626.93,1767705.35,791.12,1,0.0299,0.0447
pillow,non_marketplace,10-20k,Суббота,Вечер (18-23),Матрас,625,87,0.1392,0.0156,8.93,8.93,12.36,57819.17,4466974.25,8048.43,1,0.1143,0.1685
pillow,non_marketplace,3-5k,Среда,День (12-17),Матрас,1288,179,0.139,0.0156,8.916,8.916,12.34,29283.58,4653834.74,4069.69,1,0.1212,0.1589
pillow,non_marketplace,5-10k,Вторник,Вечер (18-23),Другая мебель,937,186,0.1985,0.0223,8.888,8.888,17.62,46871.37,7737176.86,9304.24,1,0.1742,0.2253
pillow,non_marketplace,1-2k,Четверг,Утро (06-11),Кровать/каркас,1573,57,0.0362,0.0041,8.879,8.879,3.22,23979.32,1212888.65,868.93,1,0.0281,0.0467
pillow,all,5-10k,Суббота,День (12-17),Основание/ламели,12212,51,0.0042,0.0005,8.868,8.868,0.37,12335.42,558161.61,51.52,1,0.0032,0.0055
